"Real","PiMLE","MLE","MoS","KLN","GNSUM","Overd.","TPC","RoA","AoR"
3495,NA,8143.17821782178,NA,8106.29122209238,2983.23385390428,7489.68798078519,8131.35424405076,7868.66511627907,5012.07921377527
3495,6263.6997130563,7757.22113022113,6651.34386408289,7896.14104737035,3811.49577464789,7290.68771278361,7792.50853435843,7796.14285714286,5864.121592299
3495,NA,9368.53945623342,NA,9276.3896892681,5829.88617606602,9756.6887183135,9444.36955852404,9455.05856515373,6870.90003361188
3495,NA,8419.47366167024,NA,8120.84904292862,3184.57953563715,8540.49587425309,8497.62673018951,8377.58297078931,5409.62377710265
3495,NA,7408.55110642782,NA,7328.18072530752,3037.75492078733,8174.89749548837,7427.90474633859,7524.37304890739,6199.68420934523
3495,NA,8242.4371541502,NA,8405.42685587028,4735.81362604088,8593.60025974429,8264.4376296399,8170.35771428571,5275.1069372485
3495,6812.66921137598,8906.77424586442,6692.49663318927,8837.07669362012,5325.06496444732,9612.39801777615,8943.82271505739,8889.36968838527,6315.27552168905
3495,5446.66903636886,7079.54112393003,5671.85835934521,7013.04333725496,3354.97830687831,6885.80855880532,7093.76544164019,7104.00163398693,5605.44977816771
3495,NA,7718.10909090909,NA,7732.02106748261,3437.98785151856,8118.52681606068,7768.35715000999,7701.59206174201,6159.95892640817
3495,NA,7838.89861602832,NA,7949.19934272342,4250.51623036649,8071.23417413727,7840.45401412028,7535.8023465704,5613.50161474794
3495,NA,7550.19264521521,NA,7608.45501167459,2945.80614130435,7613.21230275942,7600.63817999422,7467.19168173599,5321.2858270889
3495,NA,8651.41304347826,NA,8780.5057554887,4203.33631871526,8786.89938061887,8646.00078675188,8703.58421936206,6363.14797507853
3495,NA,8266.14948859166,NA,8675.9010031586,3770.19473684211,8691.38371238664,8313.0959499022,8089.42841100505,6197.68078518325
3495,NA,7707.00781589231,NA,7669.9238904139,2482.41104895105,8039.7759046995,7775.71521501822,7826.22443729904,6172.78948079228
3495,NA,8603.90093847758,NA,8765.87989765125,4745.06511182109,8849.86802477538,8686.53441887072,8830.49063475546,5666.31361123955
3495,NA,7501.94460520876,NA,7481.987064977,3817.78485273492,6914.21160373207,7522.39143424449,7477.55048076923,5536.75376945126
3495,NA,8124.80529300567,NA,8062.01010669502,3569.78571428571,8187.44094820552,8188.42421242628,8087.1075740944,5959.75626739786
3495,NA,7091.18617658809,NA,6985.31092156529,3348.91301886793,6511.75346434955,7145.9993102417,6958.13550600343,4637.01367645712
3495,5950.45244053393,8058.15468573579,6211.88094521352,7988.08251851708,3732.22260313771,8478.57560410429,8120.41294842854,8101.62086092715,5907.51369188528
3495,6333.6660324441,7921.85124864278,7077.36300469288,8076.04273244356,4963.28231292517,8824.8995292732,7980.11782366215,8112.2027027027,6191.99115863945
3495,4883.3851593233,6436.75894245723,5155.08867631845,6449.39790392835,3342.26325706595,6546.82407209393,6458.83562200009,6373.48905109489,5186.40877951389
3495,NA,6363.17418490398,NA,6431.61068393742,2808.24185282523,5793.48867927068,6347.23709766035,6418.24375821288,5872.35059162234
3495,NA,7072.43864598025,NA,7055.24642088126,2854.47381404175,7306.44087444762,7076.40748739674,6867.04194407457,5103.26493309295
3495,NA,5807.33106034777,NA,6020.56624593005,3616.32738853503,5517.08387538149,5823.65317827185,5741.70206489676,4711.33984355073
3495,NA,9056.53391684902,NA,9097.092020826,3832.25555555556,9843.30449133296,9109.99718681701,8980.36708860759,7303.21612147618
3495,6735.78448295598,5960.20673593694,6845.19165597739,5893.82127123599,3472.84697286013,5791.57829037784,6020.72973087521,6086.31643543223,5545.45160750167
3495,NA,7744.51083238312,NA,7501.83917609654,3384.68571428571,7516.93373362145,7781.83246099979,7609.30718954248,5025.56114355652
3495,6263.3763899373,8670.50836596654,6736.25578495451,8753.04109285768,3533.19023210832,8547.93641594876,8696.77179142946,8743.10890052356,6001.15713189457
3495,4888.71675755362,7218.75527756059,5208.72277170196,7258.34147778552,3311.22104004782,7428.87118505145,7285.76556031923,7061.31399888455,4640.87506455038
3495,NA,6449.91431418133,NA,6605.56828245119,3391.2733410943,6508.04935589737,6513.66847046763,6505.03761602345,5010.64735083539
3495,NA,8732.27809081869,NA,8562.51081470741,4340.24431630972,8335.61186638748,8675.92436375571,8717.98407335907,6452.90272269954
3495,6223.50440609404,6988.54404291361,7216.56343549661,6981.49984710279,3700.06322869955,7552.3367560534,6990.4229832442,7101.34016736402,5801.0505815898
3495,NA,6667.47643979058,NA,6534.17508921328,3254.65478374836,6665.05922907384,6736.938361194,6793.04847396768,4746.75632357304
3495,NA,8999.41986615005,NA,8973.05077332664,3235.46048965808,8580.18124291505,9040.40222228707,8974.35092213115,5953.97745433572
3495,NA,7209.7181883537,NA,7205.13680238571,3801.15653821857,7198.5298844083,7257.19298177896,7311.21531100478,5474.01482565239
3495,NA,6948.33388498138,NA,7098.49472083165,2937.74746355685,8679.78602764881,7010.60163291781,6891.02513464991,4544.48084358824
3495,6847.49156707207,8350.09572589191,7037.71373081198,8238.18871091929,4605.02357142857,9026.08626080382,8412.0341740573,8136.63704819277,6020.96073490024
3495,NA,6118.07759562842,NA,5925.36183942059,3376.83438337802,6021.43017233202,6180.26696049338,5966.27098445596,4033.54107900323
3495,NA,6689.44017094017,NA,6691.81928813488,3089.46513157895,6358.6864905851,6696.88314567024,6666.26708074534,5404.28623383438
3495,Inf,5645.35917525773,Inf,5714.88517097651,2578.15367231638,5394.27458877458,5727.35364486737,5685.37613567535,4252.67190781727
3495,NA,8906.16607773852,NA,8947.12666165546,3526.01113989637,9328.46278128246,8859.1958197868,8832.08688245315,6652.27297289869
3495,4850.04042371995,5744.1519138756,5058.86357923575,5806.30938676029,2242.81261027504,6401.82152494273,5792.36357338955,5851.72571090047,4437.0718320148
3495,4974.67538082796,6846.37352710134,5589.01403560063,6904.71677036168,3516.65104236718,6210.55192249311,6885.98201324662,6920.37463810075,4676.77142532053
3495,NA,7047.01235415237,NA,7100.2036975215,3717.86252263126,7249.96678612712,7070.8368451042,6973.66716196137,6363.51433121423
3495,NA,7449.05347960233,NA,7318.41145451637,3750.67128883774,7671.07862044222,7487.43970938423,7687.52786377709,5565.44924076083
3495,6341.88836512598,8090.89895897122,6695.23386812971,8049.6785694244,4644.09068541301,7460.7720151515,8131.94649726785,8337.89047399908,5976.19056964155
3495,NA,7379.68130630631,NA,7452.17706952101,3504.36203208556,7291.52686538375,7389.79146224513,7345.79346049046,5309.78973671854
3495,5756.58448961631,8196.64389736477,6623.56212384041,8220.74077089355,4316.33371880706,8768.02944231395,8224.36468762019,8190.0864072764,5867.76564669277
3495,NA,7162.25525210084,NA,7317.10052242447,4631.41154716981,7243.40046280068,7154.42463198036,7177.71801432958,4989.57430197884
3495,Inf,9711.68369747899,Inf,9524.25512856706,4810.0320199778,9288.28843201852,9793.59186084674,9734.64324324324,6256.21116027081
