"Real","PiMLE","MLE","MoS","KLN","GNSUM","Overd.","TPC","RoA","AoR"
2969,NA,2725.78767123288,NA,2831.35373891504,4394.70552147239,5947.63565350921,2757.25509183927,2855.56395348837,2938.17142591553
2969,NA,2361.71907514451,NA,2385.20247441759,3169.99706896552,2612.4296817092,2389.69012314585,2510.22759856631,3025.85457062068
2969,NA,2893.7898199446,NA,2918.28202936764,3546.22277227723,3561.61576617574,2942.79890645082,3183.425,3543.01833298682
2969,NA,2439.4148253742,NA,2435.57110373076,2483.07061668682,2935.65107623801,2492.75769703018,2462.370409234,2734.62221041229
2969,NA,2684.17997870075,NA,2772.30352470344,1856.30155482815,2977.92403881841,2759.05742635661,2714.36387434555,2554.92464613657
2969,NA,2363.12006525286,NA,2441.30378490339,2877.99854304636,2663.29248245971,2401.45308076709,2565.15650826446,3950.79687930682
2969,NA,2407.4607156031,NA,2556.84810250911,3963.53805668016,2849.69912036349,2454.11034399133,2488.86874304783,3240.3350661399
2969,3117.04621463211,2438.54577841111,3212.55384814072,2454.97113988033,2946.19713055954,2741.34192981707,2484.77476230028,2517.85300429185,3284.84185187417
2969,NA,2287.32157148054,NA,2350.05462758992,3787.85963855422,2757.40191968417,2282.70757344411,2331.67495943753,4075.88043224984
2969,NA,2330.81453362256,NA,2420.82544522913,1870.51247582205,2921.91105442304,2359.67742679801,2358.81163287086,3428.22666246147
2969,NA,2581.73496835443,NA,2561.05440578583,1713.02519685039,2788.99872728576,2633.15055375966,2678.02872531418,3351.14966438589
2969,NA,2407.11022682053,NA,2515.64034141444,2215.77582417582,2454.65297768005,2439.13901410402,2424.04909409702,3081.85129871545
2969,NA,2509.37078152753,NA,2687.52020811105,2425.3660944206,3692.9521800053,2560.94351149873,2430.79234629862,2998.34600271559
2969,NA,2335.99191833262,NA,2381.49113050512,1977.881272509,2634.99071929603,2362.4859492043,2300.26695174099,3279.47366991061
2969,NA,2223.26815642458,NA,2331.03659106509,2066.66245006658,2319.89254796485,2237.0300979571,2321.49541884817,3181.51925198509
2969,NA,2313.56318126766,NA,2369.08926576748,2724.57812995246,2407.1419876931,2323.48831685511,2222.42986425339,3446.03890229829
2969,NA,2699.32700684505,NA,2810.65078567934,4245.82561174551,2821.74806471611,2703.00783081938,2734.92275862069,2735.24311726709
2969,NA,2052.99404761905,NA,2067.61103154935,2444.19448818898,2608.63404882629,2099.08019103686,2170.67516573177,3694.73036842174
2969,NA,2829.97333333333,NA,2873.64845721249,2788.6598540146,3181.02096098698,2872.81290811723,2907.32963374029,3648.05088336938
2969,NA,2745.58278867102,NA,2828.2324657877,2900.7679028133,3284.30127320745,2772.78197986975,2766.50747065101,3270.03012099058
2969,NA,2470.23821039903,NA,2524.65622910948,1853.42570564516,3455.68955136186,2495.38893108454,2401.212,2501.70730937121
2969,NA,2459.68858954041,NA,2567.21916858641,2165.67,2909.8986529402,2513.60805199048,2442.165232358,3037.80296693581
2969,NA,2153.49025974026,NA,2254.90731454269,2258.31336696091,2492.38472836312,2157.35998953905,2208.83702104695,2482.61533606679
2969,NA,2244.69095182139,NA,2299.59219308868,1792.70990615224,2602.78228480299,2299.47562461068,2192.66517857143,2270.66648672722
2969,NA,2464.85574284594,NA,2459.394553903,2733.84652173913,2982.45048565077,2494.79954499961,2505.094131319,2848.24634483147
2969,NA,2016.09097395648,NA,2079.4772105589,3021.98021390374,2759.87007162989,2058.53352461872,1994.17550180134,2286.36874765238
2969,2420.10002867075,2415.126042014,2464.19485496041,2407.76091829022,2491.84506880734,3106.92330865101,2429.39137139709,2540.22659846547,3224.7050416887
2969,NA,3095.11475409836,NA,2987.08644425159,4412.22065217391,3735.31509874286,3103.38198314416,3309.4209274673,3333.76671887215
2969,NA,2265.67874306839,NA,2297.97961199792,2508.31964529332,3037.39532134891,2296.44921617094,2390.28498293515,3303.54574340617
2969,NA,1953.66942939114,NA,2022.27351467305,2406.54227748691,2524.64805233338,1992.38011982584,2018.30979827089,2770.93539359952
2969,NA,1924.28766643308,NA,2035.93158816149,1411.80385604113,3141.82512250022,1963.90560657241,1962.2391870766,2132.84563379561
2969,NA,2516.36595928974,NA,2506.82419011749,1276.05175695461,3442.01435280638,2540.51284271583,2497.69843260188,3193.34564200291
2969,NA,2000.09948364888,NA,1969.02121714362,2117.96682867558,2209.73205269616,2038.31447697369,2064.16010362694,2948.01880432391
2969,NA,2669.49161518094,NA,2608.99158252056,1703.96281690141,4156.77303019981,2743.90818902639,2765.032,2883.09784635224
2969,NA,1878.196349065,NA,1958.21497660456,1485.36232394366,3203.08848109631,1875.23549812088,1750.82869249395,2081.24581945381
